project_id,profile_id,project_title,description,technologies,project_type,year_completed,created_at
13ad3ead-816e-bf32-2077-5ce4151f62f9,fbcbd6ec-86c2-ad8f-bb36-07b0baed6f49,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2025,2026-08-06 00:52:00
db9c9b7c-4674-a0eb-47ed-c6dd9da4ec0f,fbcbd6ec-86c2-ad8f-bb36-07b0baed6f49,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2024,2026-08-06 00:52:00
46c112a5-fec8-8839-ec35-c3de7414e3e1,96b6a287-ac00-f929-bbfb-f76c3de667f9,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2026,2026-09-09 09:21:00
c6f06a71-46fc-4ff2-12f1-78bdc7de01a9,96b6a287-ac00-f929-bbfb-f76c3de667f9,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2024,2026-09-09 09:21:00
974e8f83-d5d9-a385-2bb2-4cbc9c794cdb,638644e0-7d3e-5830-3d0d-5c8f97cb4585,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2026,2026-09-03 03:13:00
387770f0-9d99-d4c5-cc96-bf4398507072,638644e0-7d3e-5830-3d0d-5c8f97cb4585,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2026,2026-09-03 03:13:00
bce8e033-fb70-fbf3-d5fd-46d7cfbfd796,638644e0-7d3e-5830-3d0d-5c8f97cb4585,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",personal,2025,2026-09-03 03:13:00
f3e816b5-a353-ea98-cb68-a34eca1fbff2,ad463549-bf41-13cb-32e1-5f176b47ed61,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2025,2026-07-30 12:45:00
8592a38f-db62-a1f7-6964-eb1616232e87,ad463549-bf41-13cb-32e1-5f176b47ed61,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2025,2026-07-30 12:45:00
03b68657-4777-be21-7677-a166d644e9ae,ad463549-bf41-13cb-32e1-5f176b47ed61,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",competition,2026,2026-07-30 12:45:00
9425fc3a-6964-a112-55fc-0f2ba50939f1,86d4aba8-805f-0892-7c79-5dd973d12f3e,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2026,2026-08-08 00:25:00
87b8f95c-b265-a6c2-aa75-7eeb97e642d6,86d4aba8-805f-0892-7c79-5dd973d12f3e,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2025,2026-08-08 00:25:00
ca12ba49-e5f5-cdc8-21c7-c0f6913767ab,86d4aba8-805f-0892-7c79-5dd973d12f3e,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",personal,2025,2026-08-08 00:25:00
ba5e4066-ce40-924a-29ee-29f449e3eb48,5b7e24ca-722b-4439-3869-d3c9d743b5a8,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",personal,2025,2026-07-26 04:54:00
160934d1-9912-5090-9651-6ec2d5e4157d,5b7e24ca-722b-4439-3869-d3c9d743b5a8,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",personal,2024,2026-07-26 04:54:00
138ef8cc-ea81-04ad-75e2-c2fa6ad73453,f4852088-e97f-b025-a2e1-17986b65450b,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2023,2026-09-07 06:48:00
5cd14b22-b0e8-b2fa-4fc3-4759592448ee,f4852088-e97f-b025-a2e1-17986b65450b,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2026,2026-09-07 06:48:00
075cc8eb-4dff-c9aa-b5bb-abce2c15c4ad,f4852088-e97f-b025-a2e1-17986b65450b,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",competition,2025,2026-09-07 06:48:00
b023dbc3-2471-a957-b1b9-fd9ddb583dd9,f4852088-e97f-b025-a2e1-17986b65450b,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2024,2026-09-07 06:48:00
4d8131f5-2719-bfdb-53b3-618bade05648,fa549893-e476-231a-ecdf-d364bdce7f65,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",personal,2026,2026-08-13 15:50:00
7e000029-c47f-9b05-851b-5f38c0697f1d,fa549893-e476-231a-ecdf-d364bdce7f65,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2026,2026-08-13 15:50:00
4c1d2e43-0c2b-03e4-43e1-346d49902258,e90f4137-15be-bdd0-97b0-27ce4fe5c13b,Chambers Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",competition,2024,2026-07-22 09:40:00
b7bba2aa-178a-8c73-f53b-a020be2de8c8,e90f4137-15be-bdd0-97b0-27ce4fe5c13b,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2026,2026-07-22 09:40:00
cd1a810d-9101-71d2-1138-978b45fb3e8a,e90f4137-15be-bdd0-97b0-27ce4fe5c13b,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",competition,2025,2026-07-22 09:40:00
5e24296e-b736-3ad9-79a8-226b5ced7017,23fbc01f-d7be-7b4f-b967-6dc6d6fdd1a5,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2024,2026-07-17 02:48:00
cc876b1c-a987-799b-bd4c-938cd76ac5a8,23fbc01f-d7be-7b4f-b967-6dc6d6fdd1a5,"Lee, Sales Dashboard",Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",competition,2024,2026-07-17 02:48:00
c5fae047-6f66-9013-869d-4cb7b7f5155a,690a7b80-af8d-888d-9811-70c1d8d2660e,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2024,2026-08-03 14:55:00
e48623dd-6f8e-f978-5021-71bd8458526b,8e978ce1-1864-3b6a-12b3-c5eb41980029,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2025,2026-08-30 21:05:00
0df81d2b-260c-037e-305d-0ef70d9ff83d,8e978ce1-1864-3b6a-12b3-c5eb41980029,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2026,2026-08-30 21:05:00
6fb9de37-7796-048f-b4b9-fb7329debccc,8e978ce1-1864-3b6a-12b3-c5eb41980029,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2025,2026-08-30 21:05:00
3fa7c199-d76f-0813-4ce7-94d7e724b119,f455af73-c0a7-ad9c-a5ac-cd5a48f18eed,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2026,2026-08-10 08:22:00
b3dd7820-bd20-c36a-2705-24cbe704b115,1ddea07d-651a-6277-017f-319f04961795,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",internship,2024,2026-08-22 07:27:00
3e1cfa14-95d1-6384-7313-7fa5dc1b9eb1,1ddea07d-651a-6277-017f-319f04961795,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",personal,2023,2026-08-22 07:27:00
d8fe3fb8-a162-8abf-1a48-280302040c81,1ddea07d-651a-6277-017f-319f04961795,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2025,2026-08-22 07:27:00
def14d58-1e39-2331-a142-d68f2ac38bd3,ad4b24ec-5b67-3a25-42c4-5041e1831003,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2025,2026-07-09 20:31:00
818270d2-c310-1e2e-7107-514fb54a31ba,ad4b24ec-5b67-3a25-42c4-5041e1831003,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2026,2026-07-09 20:31:00
1f7bd82f-2345-0e72-d1b4-856255a8d6a1,ad4b24ec-5b67-3a25-42c4-5041e1831003,"Ramirez, Sales Dashboard",Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2026,2026-07-09 20:31:00
fba2a5f1-56c7-6990-7401-73c10155aa51,cfd42949-e33e-a976-5862-5813b28d7506,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2026,2026-07-11 10:15:00
68518341-0766-699f-7bf2-aa0610c1de9c,1d59598c-174d-6b87-41d6-676a61cb78c3,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",personal,2026,2026-09-08 14:44:00
a6cc0a57-8e01-4eb3-c352-8ba43f0e924b,1d59598c-174d-6b87-41d6-676a61cb78c3,Mccarthy Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2025,2026-09-08 14:44:00
fdf0861e-05eb-074d-ad90-0360d900b745,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2024,2026-07-29 16:59:00
743480a1-e212-f7e1-8f63-c2bbae411155,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",competition,2025,2026-07-29 16:59:00
682904ca-febf-4c56-d826-c4966ebb7a17,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2025,2026-07-29 16:59:00
c24f3f4c-846a-f2e6-5c89-6b2a7eddfc17,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",competition,2026,2026-07-29 16:59:00
72e89652-884c-0a55-6b89-3000eb1bb47f,3106e8ce-5b9a-289a-b58d-fc59ebe0c8c1,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2025,2026-07-29 16:59:00
a19f2485-31c4-6c9e-70be-96304a6333e3,1182e8e7-c907-0c97-3385-db3be893786d,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2025,2026-09-16 08:38:00
2c94df5a-48ba-d5fb-32a4-a8a432f9b771,1182e8e7-c907-0c97-3385-db3be893786d,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2025,2026-09-16 08:38:00
3a4d45fd-ed36-0bb7-46c3-c90cc92efe01,44b1a1ee-7948-36f2-7eaa-b0a1f4ac27ef,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2023,2026-07-27 16:29:00
325769cd-5571-276b-3347-4b1b8bc85d37,44b1a1ee-7948-36f2-7eaa-b0a1f4ac27ef,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2023,2026-07-27 16:29:00
ff7ca58f-9aa1-f98b-b4a4-feee30cdf149,44b1a1ee-7948-36f2-7eaa-b0a1f4ac27ef,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2025,2026-07-27 16:29:00
757e2b43-af51-6850-b77e-5f7a80a233e3,0835075f-2d79-8f3e-8d8b-4c60acc54c62,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2024,2026-07-26 11:22:00
9ad75b94-6634-63e9-d317-d8c91060573a,0835075f-2d79-8f3e-8d8b-4c60acc54c62,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2026,2026-07-26 11:22:00
07275940-6bf3-6656-041b-1878176519e7,2babba12-294f-513f-d770-a46e4775d7ab,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2024,2026-07-17 03:14:00
f5705436-3877-2265-102c-01a3ab404598,2babba12-294f-513f-d770-a46e4775d7ab,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2026,2026-07-17 03:14:00
d0ccc1a5-1b91-2adc-8333-34f66a6a0149,2babba12-294f-513f-d770-a46e4775d7ab,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2024,2026-07-17 03:14:00
2a064fd2-4fbc-0984-7792-2d9eb998e2d3,cab21438-8557-ec6c-0a23-b722c2afba28,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2026,2026-08-06 09:48:00
490ce315-4d98-0202-3fbc-75e09b191112,cab21438-8557-ec6c-0a23-b722c2afba28,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",personal,2025,2026-08-06 09:48:00
bfacc63e-44de-950f-2488-dee3d0713f73,b4e10c33-a186-1de1-5c85-a58cd0290d6b,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",internship,2025,2026-09-17 00:32:00
7de1936b-d0fe-e4f1-2b1c-2d3dfcadb3fd,b4e10c33-a186-1de1-5c85-a58cd0290d6b,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2023,2026-09-17 00:32:00
deaf0fa9-24a6-3a6c-b641-d44931f09021,238c8712-eccf-3b91-e352-09a0d5de293b,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2026,2026-08-06 08:52:00
d51528af-4d25-298f-164b-85f0cbfc721c,238c8712-eccf-3b91-e352-09a0d5de293b,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2025,2026-08-06 08:52:00
1d9d1d80-f47e-3ca0-723f-d85ae57b084d,238c8712-eccf-3b91-e352-09a0d5de293b,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",personal,2024,2026-08-06 08:52:00
a8e50e05-f1b7-bd1e-c0d5-28282ba17f78,238c8712-eccf-3b91-e352-09a0d5de293b,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2024,2026-08-06 08:52:00
a5044925-fffc-ff63-7bf3-f8f5624b31d7,0d6ed01e-f1ef-a963-2dfc-6b9c794febef,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2024,2026-09-14 23:48:00
b6b98240-1041-6cbc-5342-34cf1974fb71,0d6ed01e-f1ef-a963-2dfc-6b9c794febef,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",competition,2024,2026-09-14 23:48:00
64cfd9b9-050e-1961-b363-d272d0181ce6,0d6ed01e-f1ef-a963-2dfc-6b9c794febef,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2026,2026-09-14 23:48:00
f736df7e-351c-586a-c0c3-d59ec0e5ea1a,0d6ed01e-f1ef-a963-2dfc-6b9c794febef,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2023,2026-09-14 23:48:00
e1a29ffa-b7ed-70cf-f111-be9e8545b11f,59518620-8769-ee24-1875-589a7d57a51f,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2026,2026-09-16 12:22:00
c544a049-6811-5a5c-4e3f-d50bf28c635f,59518620-8769-ee24-1875-589a7d57a51f,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2023,2026-09-16 12:22:00
f5aed2e9-7ab3-137c-f2c8-c25e32f1227c,0244e4d7-5ac2-a176-66ed-ef302fa80808,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2026,2026-07-12 03:03:00
ccc10250-7edd-8483-8cd4-e7bc7d338ca2,0244e4d7-5ac2-a176-66ed-ef302fa80808,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2025,2026-07-12 03:03:00
9e7776ae-8bec-9a50-f11a-fc00132b4f36,00231f70-0a77-b5cc-2e87-46510c2ca7fa,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",personal,2025,2026-08-07 01:06:00
0b373468-2757-1245-b884-590288973a4a,00231f70-0a77-b5cc-2e87-46510c2ca7fa,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",personal,2025,2026-08-07 01:06:00
b9ede33f-bad4-f3e0-3b52-35257230b85b,a1f78157-58f3-4359-a60d-a1aa005bbf73,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",personal,2025,2026-08-03 13:33:00
2f5dff13-759a-9725-2e77-abe37ef74fdb,a1f78157-58f3-4359-a60d-a1aa005bbf73,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2025,2026-08-03 13:33:00
a5c6c5ae-2e2f-2127-babf-3375f17fb786,a1f78157-58f3-4359-a60d-a1aa005bbf73,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2026,2026-08-03 13:33:00
ea8e55a5-4566-5e79-1a9a-ab54e01a5b5e,396c8f79-e983-c62e-004f-5362244f4ce3,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2025,2026-07-19 21:03:00
008ec990-c9f2-79a8-138c-f37acc76864a,396c8f79-e983-c62e-004f-5362244f4ce3,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2026,2026-07-19 21:03:00
565bb785-b8f9-85fc-6959-8983785e02ee,23ac64e5-d1aa-ab53-c755-66c2dde4cd87,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",academic,2026,2026-08-23 17:16:00
e19383a9-0f5c-365a-27e8-3b871c7bf8eb,23ac64e5-d1aa-ab53-c755-66c2dde4cd87,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2026,2026-08-23 17:16:00
6c726915-d52a-85c8-6579-dc2202c837b6,23ac64e5-d1aa-ab53-c755-66c2dde4cd87,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",competition,2025,2026-08-23 17:16:00
4e583dde-807a-b658-9272-dc48eb4d6df5,23ac64e5-d1aa-ab53-c755-66c2dde4cd87,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",competition,2026,2026-08-23 17:16:00
a0b6d265-9120-6a37-2703-c75df540838e,961b9221-7a19-9807-61d2-1319cbcb3293,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",competition,2025,2026-07-05 18:54:00
